approach,system,steps,min_total_core,max_total_core,resources,classes,sla
BNV1-0.5,system_115,161,216.5,216.5,20,30,500.0
BNV2-2.0,system_115,52,205.6,220.0,20,30,500.0
BNV2-4.0,system_115,26,202.3,236.0,20,30,500.0
BNV2-1.0,system_115,92,204.4,216.0,20,30,500.0
AMPL,system_115,0,178.30,0,20,30,500.0
BNV1-4.0,system_116,7,288.0,288.0,20,30,500.0
BNV1-2.0,system_116,21,218.0,218.0,20,30,500.0
BNV1-1.0,system_116,44,209.0,209.0,20,30,500.0
BNV1-0.5,system_116,93,210.3,210.3,20,30,500.0
BNV2-2.0,system_116,31,203.7,210.0,20,30,500.0
BNV2-4.0,system_116,22,209.3,236.0,20,30,500.0
BNV2-1.0,system_116,53,207.7,210.0,20,30,500.0
AMPL,system_116,0,190.04,0,20,30,500.0
BNV1-4.0,system_117,6,272.0,272.0,20,30,500.0
BNV1-2.0,system_117,13,204.0,204.0,20,30,500.0
BNV1-1.0,system_117,30,194.0,194.0,20,30,500.0
BNV1-0.5,system_117,59,192.6,192.6,20,30,500.0
BNV2-2.0,system_117,32,188.9,196.0,20,30,500.0
BNV2-4.0,system_117,16,190.3,212.0,20,30,500.0
BNV2-1.0,system_117,47,187.5,196.0,20,30,500.0
AMPL,system_117,0,174.17,0,20,30,500.0
BNV1-4.0,system_118,29,468.0,468.0,20,30,500.0
BNV1-2.0,system_118,58,452.0,452.0,20,30,500.0
BNV1-1.0,system_118,115,454.0,454.0,20,30,500.0
BNV1-0.5,system_118,227,453.9,453.9,20,30,500.0
BNV2-2.0,system_118,71,442.8,458.0,20,30,500.0
BNV2-4.0,system_118,35,443.2,460.0,20,30,500.0
BNV2-1.0,system_118,132,440.5,456.0,20,30,500.0
AMPL,system_118,0,401.05,0,20,30,500.0
BNV1-4.0,system_119,11,296.0,296.0,20,30,500.0
BNV1-2.0,system_119,26,228.0,228.0,20,30,500.0
BNV1-1.0,system_119,50,213.0,213.0,20,30,500.0
BNV1-0.5,system_119,107,217.5,217.5,20,30,500.0
BNV2-2.0,system_119,30,214.5,220.0,20,30,500.0
BNV2-4.0,system_119,24,216.9,232.0,20,30,500.0
BNV2-1.0,system_119,63,209.0,215.0,20,30,500.0
AMPL,system_119,0,193.62,0,20,30,500.0
BNV1-4.0,system_120,5,292.0,292.0,20,30,500.0
BNV1-2.0,system_120,9,194.0,194.0,20,30,500.0
BNV1-1.0,system_120,31,187.0,187.0,20,30,500.0
BNV1-0.5,system_120,61,186.4,186.4,20,30,500.0
BNV2-2.0,system_120,28,186.0,196.0,20,30,500.0
BNV2-4.0,system_120,12,185.5,200.0,20,30,500.0
BNV2-1.0,system_120,39,180.5,186.0,20,30,500.0
AMPL,system_120,0,165.95,0,20,30,500.0
BNV1-4.0,system_121,25,380.0,380.0,20,30,500.0
BNV1-2.0,system_121,50,346.0,346.0,20,30,500.0
BNV1-1.0,system_121,103,334.0,334.0,20,30,500.0
BNV1-0.5,system_121,210,336.1,336.1,20,30,500.0
BNV2-2.0,system_121,79,315.5,336.0,20,30,500.0
BNV2-4.0,system_121,42,313.5,340.0,20,30,500.0
BNV2-1.0,system_121,137,315.8,338.0,20,30,500.0
AMPL,system_121,0,289.66,0,20,30,500.0
BNV1-4.0,system_122,7,320.0,320.0,20,30,500.0
BNV1-2.0,system_122,22,242.0,242.0,20,30,500.0
BNV1-1.0,system_122,56,225.0,225.0,20,30,500.0
BNV1-0.5,system_122,116,223.3,223.3,20,30,500.0
BNV2-2.0,system_122,49,214.3,228.0,20,30,500.0
BNV2-4.0,system_122,28,214.1,240.0,20,30,500.0
BNV2-1.0,system_122,87,214.2,226.0,20,30,500.0
AMPL,system_122,0,187.23,0,20,30,500.0
BNV1-4.0,system_123,8,288.0,288.0,20,30,500.0
BNV1-2.0,system_123,18,196.0,196.0,20,30,500.0
BNV1-1.0,system_123,35,169.0,169.0,20,30,500.0
BNV1-0.5,system_123,75,164.2,164.2,20,30,500.0
BNV2-2.0,system_123,26,157.8,174.0,20,30,500.0
BNV2-4.0,system_123,18,159.5,196.0,20,30,500.0
BNV2-1.0,system_123,45,153.6,163.0,20,30,500.0
AMPL,system_123,0,130.71,0,20,30,500.0
BNV1-4.0,system_124,6,284.0,284.0,20,30,500.0
BNV1-2.0,system_124,17,230.0,230.0,20,30,500.0
BNV1-1.0,system_124,41,224.0,224.0,20,30,500.0
BNV1-0.5,system_124,84,223.5,223.5,20,30,500.0
BNV2-2.0,system_124,23,228.5,234.0,20,30,500.0
BNV2-4.0,system_124,17,227.9,244.0,20,30,500.0
BNV2-1.0,system_124,47,222.9,224.0,20,30,500.0
AMPL,system_124,0,200.13,0,20,30,500.0
BNV1-4.0,system_125,9,288.0,288.0,20,30,500.0
BNV1-2.0,system_125,19,250.0,250.0,20,30,500.0
BNV1-1.0,system_125,40,248.0,248.0,20,30,500.0
BNV1-0.5,system_125,82,246.9,246.9,20,30,500.0
BNV2-2.0,system_125,26,240.7,248.0,20,30,500.0
BNV2-4.0,system_125,24,242.0,260.0,20,30,500.0
BNV2-1.0,system_125,47,240.0,245.0,20,30,500.0
AMPL,system_125,0,204.09,0,20,30,500.0
BNV1-4.0,system_126,5,256.0,256.0,20,30,500.0
BNV1-2.0,system_126,7,170.0,170.0,20,30,500.0
BNV1-1.0,system_126,27,163.0,163.0,20,30,500.0
BNV1-0.5,system_126,56,158.4,158.4,20,30,500.0
BNV2-2.0,system_126,20,155.2,170.0,20,30,500.0
BNV2-4.0,system_126,16,161.1,188.0,20,30,500.0
BNV2-1.0,system_126,34,155.8,161.0,20,30,500.0
AMPL,system_126,0,139.57,0,20,30,500.0
BNV1-4.0,system_127,7,300.0,300.0,20,30,500.0
BNV1-2.0,system_127,20,234.0,234.0,20,30,500.0
BNV1-1.0,system_127,46,224.0,224.0,20,30,500.0
BNV1-0.5,system_127,100,225.7,225.7,20,30,500.0
BNV2-2.0,system_127,35,219.1,230.0,20,30,500.0
BNV2-4.0,system_127,27,222.3,236.0,20,30,500.0
BNV2-1.0,system_127,60,219.8,226.0,20,30,500.0
AMPL,system_127,0,198.00,0,20,30,500.0
BNV1-4.0,system_128,5,240.0,240.0,20,30,500.0
BNV1-2.0,system_128,17,182.0,182.0,20,30,500.0
BNV1-1.0,system_128,35,169.0,169.0,20,30,500.0
BNV1-0.5,system_128,69,169.1,169.1,20,30,500.0
BNV2-2.0,system_128,22,164.4,172.0,20,30,500.0
BNV2-4.0,system_128,14,170.9,192.0,20,30,500.0
BNV2-1.0,system_128,48,160.9,170.0,20,30,500.0
AMPL,system_128,0,149.90,0,20,30,500.0
BNV1-4.0,system_129,40,452.0,452.0,20,30,500.0
BNV1-2.0,system_129,75,384.0,384.0,20,30,500.0
BNV1-1.0,system_129,149,380.0,380.0,20,30,500.0
BNV1-0.5,system_129,300,377.2,377.2,20,30,500.0
BNV2-2.0,system_129,107,368.5,384.0,20,30,500.0
BNV2-4.0,system_129,57,375.0,392.0,20,30,500.0
BNV2-1.0,system_129,185,366.8,379.0,20,30,500.0
AMPL,system_129,0,325.11,0,20,30,500.0
BNV1-4.0,system_130,15,288.0,288.0,20,30,500.0
BNV1-2.0,system_130,42,240.0,240.0,20,30,500.0
BNV1-1.0,system_130,96,236.0,236.0,20,30,500.0
BNV1-0.5,system_130,197,237.9,237.9,20,30,500.0
BNV2-2.0,system_130,62,221.7,240.0,20,30,500.0
BNV2-4.0,system_130,38,222.7,256.0,20,30,500.0
BNV2-1.0,system_130,110,219.4,234.0,20,30,500.0
AMPL,system_130,0,189.78,0,20,30,500.0
BNV1-4.0,system_131,19,312.0,312.0,20,30,500.0
BNV1-2.0,system_131,40,290.0,290.0,20,30,500.0
BNV1-1.0,system_131,81,291.0,291.0,20,30,500.0
BNV1-0.5,system_131,163,289.7,289.7,20,30,500.0
BNV2-2.0,system_131,53,277.0,290.0,20,30,500.0
BNV2-4.0,system_131,36,284.0,308.0,20,30,500.0
BNV2-1.0,system_131,99,279.4,292.0,20,30,500.0
AMPL,system_131,0,239.37,0,20,30,500.0
BNV1-4.0,system_132,9,284.0,284.0,20,30,500.0
BNV1-2.0,system_132,36,232.0,232.0,20,30,500.0
BNV1-1.0,system_132,75,216.0,216.0,20,30,500.0
BNV1-0.5,system_132,156,215.3,215.3,20,30,500.0
BNV2-2.0,system_132,48,209.0,220.0,20,30,500.0
BNV2-4.0,system_132,22,216.0,236.0,20,30,500.0
BNV2-1.0,system_132,96,210.2,218.0,20,30,500.0
AMPL,system_132,0,198.61,0,20,30,500.0
BNV1-4.0,system_133,12,352.0,352.0,20,30,500.0
BNV1-2.0,system_133,29,320.0,320.0,20,30,500.0
BNV1-1.0,system_133,60,304.0,304.0,20,30,500.0
BNV1-0.5,system_133,123,300.5,300.5,20,30,500.0
BNV2-2.0,system_133,45,292.6,306.0,20,30,500.0
BNV2-4.0,system_133,17,293.0,308.0,20,30,500.0
BNV2-1.0,system_133,109,289.9,304.0,20,30,500.0
AMPL,system_133,0,258.20,0,20,30,500.0
BNV1-4.0,system_134,23,348.0,348.0,20,30,500.0
BNV1-2.0,system_134,48,292.0,292.0,20,30,500.0
BNV1-1.0,system_134,103,287.0,287.0,20,30,500.0
BNV1-0.5,system_134,206,287.6,287.6,20,30,500.0
BNV2-2.0,system_134,70,280.5,292.0,20,30,500.0
BNV2-4.0,system_134,46,284.5,312.0,20,30,500.0
BNV2-1.0,system_134,132,277.3,290.0,20,30,500.0
AMPL,system_134,0,243.75,0,20,30,500.0
BNV1-4.0,system_135,5,300.0,300.0,20,30,500.0
BNV1-2.0,system_135,18,264.0,264.0,20,30,500.0
BNV1-1.0,system_135,36,262.0,262.0,20,30,500.0
BNV1-0.5,system_135,74,266.0,266.0,20,30,500.0
BNV2-2.0,system_135,28,249.1,262.0,20,30,500.0
BNV2-4.0,system_135,16,250.7,276.0,20,30,500.0
BNV2-1.0,system_135,56,252.8,265.0,20,30,500.0
AMPL,system_135,0,219.67,0,20,30,500.0
BNV1-4.0,system_136,16,312.0,312.0,20,30,500.0
BNV1-2.0,system_136,37,256.0,256.0,20,30,500.0
BNV1-1.0,system_136,75,251.0,251.0,20,30,500.0
BNV1-0.5,system_136,147,250.4,250.4,20,30,500.0
BNV2-2.0,system_136,53,239.9,256.0,20,30,500.0
BNV2-4.0,system_136,40,244.2,272.0,20,30,500.0
BNV2-1.0,system_136,93,241.8,254.0,20,30,500.0
AMPL,system_136,0,219.25,0,20,30,500.0
BNV1-4.0,system_137,13,288.0,288.0,20,30,500.0
BNV1-2.0,system_137,24,256.0,256.0,20,30,500.0
BNV1-1.0,system_137,53,246.0,246.0,20,30,500.0
BNV1-0.5,system_137,111,248.7,248.7,20,30,500.0
BNV2-2.0,system_137,37,241.5,250.0,20,30,500.0
BNV2-4.0,system_137,24,240.9,252.0,20,30,500.0
BNV2-1.0,system_137,73,239.5,250.0,20,30,500.0
AMPL,system_137,0,220.39,0,20,30,500.0
BNV1-4.0,system_138,14,352.0,352.0,20,30,500.0
BNV1-2.0,system_138,37,306.0,306.0,20,30,500.0
BNV1-1.0,system_138,75,296.0,296.0,20,30,500.0
BNV1-0.5,system_138,153,294.6,294.6,20,30,500.0
BNV2-2.0,system_138,56,287.0,296.0,20,30,500.0
BNV2-4.0,system_138,30,292.7,320.0,20,30,500.0
BNV2-1.0,system_138,98,286.7,295.0,20,30,500.0
AMPL,system_138,0,271.05,0,20,30,500.0
BNV1-4.0,system_139,10,292.0,292.0,20,30,500.0
BNV1-2.0,system_139,18,222.0,222.0,20,30,500.0
BNV1-1.0,system_139,37,208.0,208.0,20,30,500.0
BNV1-0.5,system_139,72,205.4,205.4,20,30,500.0
BNV2-2.0,system_139,31,201.7,212.0,20,30,500.0
BNV2-4.0,system_139,23,208.6,232.0,20,30,500.0
BNV2-1.0,system_139,49,202.7,208.0,20,30,500.0
AMPL,system_139,0,172.26,0,20,30,500.0
BNV1-4.0,system_140,4,260.0,260.0,20,30,500.0
BNV1-2.0,system_140,10,168.0,168.0,20,30,500.0
BNV1-1.0,system_140,21,144.0,144.0,20,30,500.0
BNV1-0.5,system_140,53,147.0,147.0,20,30,500.0
BNV2-2.0,system_140,20,134.5,150.0,20,30,500.0
BNV2-4.0,system_140,12,144.4,180.0,20,30,500.0
BNV2-1.0,system_140,39,137.5,149.0,20,30,500.0
AMPL,system_140,0,122.63,0,20,30,500.0
BNV1-4.0,system_141,7,304.0,304.0,20,30,500.0
BNV1-2.0,system_141,25,258.0,258.0,20,30,500.0
BNV1-1.0,system_141,53,247.0,247.0,20,30,500.0
BNV1-0.5,system_141,112,247.7,247.7,20,30,500.0
BNV2-2.0,system_141,44,245.9,254.0,20,30,500.0
BNV2-4.0,system_141,16,247.0,252.0,20,30,500.0
BNV2-1.0,system_141,61,244.9,246.0,20,30,500.0
AMPL,system_141,0,228.26,0,20,30,500.0
BNV1-4.0,system_142,29,396.0,396.0,20,30,500.0
BNV1-2.0,system_142,63,338.0,338.0,20,30,500.0
BNV1-1.0,system_142,130,321.0,321.0,20,30,500.0
BNV1-0.5,system_142,260,322.7,322.7,20,30,500.0
BNV2-2.0,system_142,92,308.5,328.0,20,30,500.0
BNV2-4.0,system_142,47,304.1,332.0,20,30,500.0
BNV2-1.0,system_142,155,306.9,324.0,20,30,500.0
AMPL,system_142,0,277.37,0,20,30,500.0
BNV1-4.0,system_143,5,264.0,264.0,20,30,500.0
BNV1-2.0,system_143,16,192.0,192.0,20,30,500.0
BNV1-1.0,system_143,32,169.0,169.0,20,30,500.0
BNV1-0.5,system_143,64,163.3,163.3,20,30,500.0
BNV2-2.0,system_143,22,160.1,170.0,20,30,500.0
BNV2-4.0,system_143,22,165.0,188.0,20,30,500.0
BNV2-1.0,system_143,43,161.5,166.0,20,30,500.0
AMPL,system_143,0,143.40,0,20,30,500.0
BNV1-4.0,system_144,12,312.0,312.0,20,30,500.0
BNV1-2.0,system_144,33,276.0,276.0,20,30,500.0
BNV1-1.0,system_144,71,272.0,272.0,20,30,500.0
BNV1-0.5,system_144,146,268.5,268.5,20,30,500.0
BNV2-2.0,system_144,52,257.4,272.0,20,30,500.0
BNV2-4.0,system_144,30,253.0,272.0,20,30,500.0
BNV2-1.0,system_144,88,256.0,271.0,20,30,500.0
AMPL,system_144,0,236.69,0,20,30,500.0
BNV1-4.0,system_145,15,316.0,316.0,20,30,500.0
BNV1-2.0,system_145,26,282.0,282.0,20,30,500.0
BNV1-1.0,system_145,53,273.0,273.0,20,30,500.0
BNV1-0.5,system_145,105,270.4,270.4,20,30,500.0
BNV2-2.0,system_145,41,266.3,280.0,20,30,500.0
BNV2-4.0,system_145,21,266.1,284.0,20,30,500.0
BNV2-1.0,system_145,63,264.6,273.0,20,30,500.0
AMPL,system_145,0,224.05,0,20,30,500.0
BNV1-4.0,system_146,12,348.0,348.0,20,30,300.0
BNV1-2.0,system_146,28,304.0,304.0,20,30,300.0
BNV1-1.0,system_146,51,303.0,303.0,20,30,300.0
BNV1-0.5,system_146,100,305.4,305.4,20,30,300.0
BNV2-2.0,system_146,38,290.2,304.0,20,30,300.0
BNV2-4.0,system_146,23,291.5,308.0,20,30,300.0
BNV2-1.0,system_146,60,297.3,305.0,20,30,300.0
AMPL,system_146,0,261.88,0,20,30,300.0
BNV1-4.0,system_147,14,316.0,316.0,20,30,300.0
BNV1-2.0,system_147,35,322.0,322.0,20,30,300.0
BNV1-1.0,system_147,71,319.0,319.0,20,30,300.0
BNV1-0.5,system_147,144,320.4,320.4,20,30,300.0
BNV2-2.0,system_147,61,294.4,322.0,20,30,300.0
BNV2-4.0,system_147,31,292.1,332.0,20,30,300.0
BNV2-1.0,system_147,101,296.9,320.0,20,30,300.0
AMPL,system_147,0,270.87,0,20,30,300.0
BNV1-4.0,system_148,24,468.0,468.0,20,30,300.0
BNV1-2.0,system_148,56,448.0,448.0,20,30,300.0
BNV1-1.0,system_148,114,449.0,449.0,20,30,300.0
BNV1-0.5,system_148,235,451.2,451.2,20,30,300.0
BNV2-2.0,system_148,86,436.0,454.0,20,30,300.0
BNV2-4.0,system_148,55,441.2,464.0,20,30,300.0
BNV2-1.0,system_148,144,438.9,450.0,20,30,300.0
AMPL,system_148,0,371.36,0,20,30,300.0
BNV1-4.0,system_149,19,380.0,380.0,20,30,300.0
BNV1-2.0,system_149,40,308.0,308.0,20,30,300.0
BNV1-1.0,system_149,80,300.0,300.0,20,30,300.0
BNV1-0.5,system_149,159,298.3,298.3,20,30,300.0
BNV2-2.0,system_149,57,287.7,302.0,20,30,300.0
BNV2-4.0,system_149,27,296.9,312.0,20,30,300.0
BNV2-1.0,system_149,103,289.1,301.0,20,30,300.0
AMPL,system_149,0,250.60,0,20,30,300.0
BNV1-4.0,system_150,23,508.0,508.0,20,30,300.0
BNV1-2.0,system_150,53,506.0,506.0,20,30,300.0
BNV1-1.0,system_150,105,500.0,500.0,20,30,300.0
BNV1-0.5,system_150,209,499.4,499.4,20,30,300.0
BNV2-2.0,system_150,87,484.7,506.0,20,30,300.0
BNV2-4.0,system_150,56,476.5,500.0,20,30,300.0
BNV2-1.0,system_150,145,481.9,501.0,20,30,300.0
AMPL,system_150,0,407.89,0,20,30,300.0
BNV1-4.0,system_151,34,648.0,648.0,20,30,300.0
BNV1-2.0,system_151,71,634.0,634.0,20,30,300.0
BNV1-1.0,system_151,146,640.0,640.0,20,30,300.0
BNV1-0.5,system_151,294,640.6,640.6,20,30,300.0
BNV2-2.0,system_151,150,596.7,638.0,20,30,300.0
BNV2-4.0,system_151,76,607.0,636.0,20,30,300.0
BNV2-1.0,system_151,226,600.8,639.0,20,30,300.0
AMPL,system_151,0,519.57,0,20,30,300.0
BNV1-4.0,system_152,15,356.0,356.0,20,30,300.0
BNV1-2.0,system_152,31,280.0,280.0,20,30,300.0
BNV1-1.0,system_152,64,285.0,285.0,20,30,300.0
BNV1-0.5,system_152,129,280.6,280.5,20,30,300.0
BNV2-2.0,system_152,48,264.9,286.0,20,30,300.0
BNV2-4.0,system_152,22,271.2,296.0,20,30,300.0
BNV2-1.0,system_152,92,265.6,284.0,20,30,300.0
AMPL,system_152,0,236.62,0,20,30,300.0
BNV1-4.0,system_153,47,660.0,660.0,20,30,300.0
BNV1-2.0,system_153,101,644.0,644.0,20,30,300.0
BNV1-1.0,system_153,205,642.0,642.0,20,30,300.0
BNV1-0.5,system_153,413,642.8,642.8,20,30,300.0
BNV2-2.0,system_153,145,597.5,644.0,20,30,300.0
BNV2-4.0,system_153,86,602.2,640.0,20,30,300.0
BNV2-1.0,system_153,257,602.1,647.0,20,30,300.0
AMPL,system_153,0,558.26,0,20,30,300.0
BNV1-4.0,system_154,21,376.0,376.0,20,30,300.0
BNV1-2.0,system_154,50,332.0,332.0,20,30,300.0
BNV1-1.0,system_154,99,327.0,327.0,20,30,300.0
BNV1-0.5,system_154,198,327.2,327.2,20,30,300.0
BNV2-2.0,system_154,63,316.6,330.0,20,30,300.0
BNV2-4.0,system_154,30,324.5,340.0,20,30,300.0
BNV2-1.0,system_154,118,318.8,329.0,20,30,300.0
AMPL,system_154,0,284.94,0,20,30,300.0
BNV1-4.0,system_155,30,392.0,392.0,20,30,300.0
BNV1-2.0,system_155,69,354.0,354.0,20,30,300.0
BNV1-1.0,system_155,148,359.0,359.0,20,30,300.0
BNV1-0.5,system_155,301,358.8,358.8,20,30,300.0
BNV2-2.0,system_155,89,340.9,360.0,20,30,300.0
BNV2-4.0,system_155,40,340.5,364.0,20,30,300.0
BNV2-1.0,system_155,168,343.1,360.0,20,30,300.0
AMPL,system_155,0,302.38,0,20,30,300.0
BNV1-4.0,system_156,17,376.0,376.0,20,30,300.0
BNV1-2.0,system_156,52,332.0,332.0,20,30,300.0
BNV1-1.0,system_156,110,333.0,333.0,20,30,300.0
BNV1-0.5,system_156,220,330.8,330.8,20,30,300.0
BNV2-2.0,system_156,66,319.6,330.0,20,30,300.0
BNV2-4.0,system_156,32,312.0,328.0,20,30,300.0
BNV2-1.0,system_156,128,320.9,332.0,20,30,300.0
AMPL,system_156,0,274.34,0,20,30,300.0
BNV1-4.0,system_157,37,408.0,408.0,20,30,300.0
BNV1-2.0,system_157,82,378.0,378.0,20,30,300.0
BNV1-1.0,system_157,169,373.0,373.0,20,30,300.0
BNV1-0.5,system_157,336,371.9,371.9,20,30,300.0
BNV2-2.0,system_157,95,351.3,372.0,20,30,300.0
BNV2-4.0,system_157,65,358.3,392.0,20,30,300.0
BNV2-1.0,system_157,187,356.4,372.0,20,30,300.0
AMPL,system_157,0,308.06,0,20,30,300.0
BNV1-4.0,system_158,18,468.0,468.0,20,30,300.0
BNV1-2.0,system_158,40,460.0,460.0,20,30,300.0
BNV1-1.0,system_158,84,459.0,459.0,20,30,300.0
BNV1-0.5,system_158,168,460.4,460.4,20,30,300.0
BNV2-2.0,system_158,57,446.8,460.0,20,30,300.0
BNV2-4.0,system_158,41,453.3,476.0,20,30,300.0
BNV2-1.0,system_158,104,447.9,461.0,20,30,300.0
AMPL,system_158,0,415.14,0,20,30,300.0
BNV1-4.0,system_159,26,432.0,432.0,20,30,300.0
BNV1-2.0,system_159,54,410.0,410.0,20,30,300.0
BNV1-1.0,system_159,106,398.0,398.0,20,30,300.0
BNV1-0.5,system_159,215,398.6,398.5,20,30,300.0
BNV2-2.0,system_159,67,388.2,404.0,20,30,300.0
BNV2-4.0,system_159,45,392.7,424.0,20,30,300.0
BNV2-1.0,system_159,120,388.8,397.0,20,30,300.0
AMPL,system_159,0,341.28,0,20,30,300.0
BNV1-4.0,system_160,17,376.0,376.0,20,30,300.0
BNV1-2.0,system_160,46,344.0,344.0,20,30,300.0
BNV1-1.0,system_160,95,343.0,343.0,20,30,300.0
BNV1-0.5,system_160,192,345.7,345.7,20,30,300.0
BNV2-2.0,system_160,74,331.4,346.0,20,30,300.0
BNV2-4.0,system_160,40,325.4,352.0,20,30,300.0
BNV2-1.0,system_160,111,332.7,345.0,20,30,300.0
AMPL,system_160,0,289.15,0,20,30,300.0
BNV1-4.0,system_161,11,332.0,332.0,20,30,300.0
BNV1-2.0,system_161,19,270.0,270.0,20,30,300.0
BNV1-1.0,system_161,37,262.0,262.0,20,30,300.0
BNV1-0.5,system_161,77,264.4,264.4,20,30,300.0
BNV2-2.0,system_161,25,262.8,272.0,20,30,300.0
BNV2-4.0,system_161,16,266.0,280.0,20,30,300.0
BNV2-1.0,system_161,45,261.1,265.0,20,30,300.0
AMPL,system_161,0,239.48,0,20,30,300.0
BNV1-4.0,system_162,44,484.0,484.0,20,30,300.0
BNV1-2.0,system_162,95,440.0,440.0,20,30,300.0
BNV1-1.0,system_162,190,432.0,432.0,20,30,300.0
BNV1-0.5,system_162,380,433.6,433.6,20,30,300.0
BNV2-2.0,system_162,110,411.8,430.0,20,30,300.0
BNV2-4.0,system_162,60,402.7,436.0,20,30,300.0
BNV2-1.0,system_162,211,412.5,431.0,20,30,300.0
AMPL,system_162,0,354.91,0,20,30,300.0
BNV1-4.0,system_163,23,460.0,460.0,20,30,300.0
BNV1-2.0,system_163,51,398.0,398.0,20,30,300.0
BNV1-1.0,system_163,103,393.0,393.0,20,30,300.0
BNV1-0.5,system_163,209,394.8,394.8,20,30,300.0
BNV2-2.0,system_163,69,372.9,394.0,20,30,300.0
BNV2-4.0,system_163,53,379.6,404.0,20,30,300.0
BNV2-1.0,system_163,135,375.6,396.0,20,30,300.0
AMPL,system_163,0,323.77,0,20,30,300.0
BNV1-4.0,system_164,8,284.0,284.0,20,30,300.0
BNV1-2.0,system_164,18,234.0,234.0,20,30,300.0
BNV1-1.0,system_164,42,238.0,238.0,20,30,300.0
BNV1-0.5,system_164,88,236.3,236.3,20,30,300.0
BNV2-2.0,system_164,30,223.6,240.0,20,30,300.0
BNV2-4.0,system_164,16,228.3,248.0,20,30,300.0
BNV2-1.0,system_164,52,229.5,237.0,20,30,300.0
AMPL,system_164,0,202.67,0,20,30,300.0
BNV1-4.0,system_165,18,520.0,520.0,20,30,300.0
BNV1-2.0,system_165,36,484.0,484.0,20,30,300.0
BNV1-1.0,system_165,71,483.0,483.0,20,30,300.0
BNV1-0.5,system_165,145,480.8,480.8,20,30,300.0
BNV2-2.0,system_165,51,467.7,480.0,20,30,300.0
BNV2-4.0,system_165,27,466.1,480.0,20,30,300.0
BNV2-1.0,system_165,95,469.3,482.0,20,30,300.0
AMPL,system_165,0,429.81,0,20,30,300.0
BNV1-4.0,system_166,24,368.0,368.0,20,30,300.0
BNV1-2.0,system_166,53,340.0,340.0,20,30,300.0
BNV1-1.0,system_166,115,340.0,340.0,20,30,300.0
BNV1-0.5,system_166,234,337.7,337.7,20,30,300.0
BNV2-2.0,system_166,72,324.0,342.0,20,30,300.0
BNV2-4.0,system_166,39,311.6,340.0,20,30,300.0
BNV2-1.0,system_166,131,321.4,341.0,20,30,300.0
AMPL,system_166,0,276.97,0,20,30,300.0
BNV1-4.0,system_167,87,748.0,748.0,20,30,300.0
BNV1-2.0,system_167,184,738.0,738.0,20,30,300.0
BNV1-1.0,system_167,366,735.0,735.0,20,30,300.0
BNV1-0.5,system_167,25000,100000.0,100000.0,20,30,300.0
BNV2-2.0,system_167,242,703.6,740.0,20,30,300.0
BNV2-4.0,system_167,137,689.9,744.0,20,30,300.0
BNV2-1.0,system_167,424,703.3,736.0,20,30,300.0
AMPL,system_167,0,618.24,0,20,30,300.0
BNV1-4.0,system_168,17,372.0,372.0,20,30,300.0
BNV1-2.0,system_168,39,334.0,334.0,20,30,300.0
BNV1-1.0,system_168,80,328.0,328.0,20,30,300.0
BNV1-0.5,system_168,163,325.8,325.8,20,30,300.0
BNV2-2.0,system_168,78,316.8,332.0,20,30,300.0
BNV2-4.0,system_168,36,317.4,336.0,20,30,300.0
BNV2-1.0,system_168,117,314.6,328.0,20,30,300.0
AMPL,system_168,0,288.16,0,20,30,300.0
BNV1-4.0,system_169,73,840.0,840.0,20,30,300.0
BNV1-2.0,system_169,151,836.0,836.0,20,30,300.0
BNV1-1.0,system_169,304,838.0,838.0,20,30,300.0
BNV1-0.5,system_169,613,838.9,838.9,20,30,300.0
BNV2-2.0,system_169,192,805.4,842.0,20,30,300.0
BNV2-4.0,system_169,105,807.9,844.0,20,30,300.0
BNV2-1.0,system_169,346,805.5,837.0,20,30,300.0
AMPL,system_169,0,714.58,0,20,30,300.0
BNV1-4.0,system_170,15,384.0,384.0,20,30,300.0
BNV1-2.0,system_170,48,344.0,344.0,20,30,300.0
BNV1-1.0,system_170,98,331.0,331.0,20,30,300.0
BNV1-0.5,system_170,194,328.6,328.6,20,30,300.0
BNV2-2.0,system_170,60,318.9,332.0,20,30,300.0
BNV2-4.0,system_170,42,320.1,348.0,20,30,300.0
BNV2-1.0,system_170,110,317.5,330.0,20,30,300.0
AMPL,system_170,0,292.03,0,20,30,300.0
BNV1-4.0,system_171,30,552.0,552.0,20,30,300.0
BNV1-2.0,system_171,64,554.0,554.0,20,30,300.0
BNV1-1.0,system_171,128,550.0,550.0,20,30,300.0
BNV1-0.5,system_171,262,553.0,553.0,20,30,300.0
BNV2-2.0,system_171,79,531.1,550.0,20,30,300.0
BNV2-4.0,system_171,38,531.2,564.0,20,30,300.0
BNV2-1.0,system_171,154,526.8,550.0,20,30,300.0
AMPL,system_171,0,443.48,0,20,30,300.0
BNV1-4.0,system_172,14,396.0,396.0,20,30,300.0
BNV1-2.0,system_172,32,368.0,368.0,20,30,300.0
BNV1-1.0,system_172,66,367.0,367.0,20,30,300.0
BNV1-0.5,system_172,139,370.7,370.7,20,30,300.0
BNV2-2.0,system_172,59,358.0,370.0,20,30,300.0
BNV2-4.0,system_172,22,352.5,372.0,20,30,300.0
BNV2-1.0,system_172,93,357.6,371.0,20,30,300.0
AMPL,system_172,0,319.62,0,20,30,300.0
